Comentário;Sentimento
Ninguém se importa com sua carreira ou desenvolvimento de outras pessoas. Somos tratados como recurso, e o momento de desligamento (que é algo muito delicado) foi tratado como algo banal. Meu processo de desligamento durou menos de 1 minuto, e fui obrigada a assinar o termo de desligamento no momento da call  não me deram, sequer, um momento para me recuperar. O desligamento se deveu à reestruturação da empresa.;negativo
Bom clima, novos projetos e oportunidades;positivo
Trabalho 100% presencial e benefícios defasados;negativo
liberdade de horário participar da concepção do produto ambiente muito respeitoso local tranquilo de trabalho(sem muita pressão);positivo
pouca de valorização do profissional com tempo de casa poucos bônus e VR medio;negativo
Boa equipe técnica e beneficios;positivo
Falta de reconhecimento para alguns funcionários;negativo
Ajuda muito mesmo que você não saiba algo.;positivo
Nem sempre os valores da empresa são seguidos pela alta liderança. Demora em conseguir alguma mudança na carreira.;negativo
Cultura, horário flexível, muito aprendizado;positivo
falta de reconhecimento por parte da empresa;negativo
Valorização, salário, benefícios, ambiente muito agradável, cultura de diversidade e valorização da pessoa, metas muito claras;positivo
Não se aplica não se aplica;negativo
Empresa boa, bons beneficios, oportinidade de crescimento;positivo
Não tem flexibilidade para home office Sede longe;negativo
A equipe é muito unida e o ambiente de trabalho é amigável.;positivo
A volta para o escritório foi feita de modo desorganizado e arbitrário;negativo
Ambiente, cultura, flexibildiade. Respeito, inclusão;positivo
Turnos exaustivos, carga de trabalho, cobrança;negativo
Cultura muito boa, pessoas são disponíveis para ajudar e o trabalho é em equipe. Desafios constantes e, por ser muito dinâmico, aprendese muito. Salário e benefícios muito bons.;positivo
Por enquanto nada a comentar.;negativo
Liberdade, organização, comunidade, diversidade e benefícios.;positivo
Salário menos atrativo, oportunidade de treinamentos.;negativo
Os valores que esta empresa se baseia.;positivo
Até o momento, não considerei nada.;negativo
Bom salário, ritmo de tarefas bem equilibrado, equipe agradável e gestão humana.;positivo
Existem períodos do ano em que são avaliadas as promoções, dependendo da sua situação pode trazer expectativas frustradas;negativo
"As pessoas são muito colaborativas e parceiras; Os times são unidos; Há Flexibilidade no horário pra quem trabalha home office.";positivo
A empresa não tem se importado mais com o desenvolvimento das pessoas, a área de Talent por exemplo foi descentralizada e as novas gestões (que eram HRBPs) não estão preparadas pra fazer gestão de time, não temos plano de carreira e nem se fala disso mais. Muitas pessoas do time pensam em deixar a empresa. O PicPay mudou pra pior desde que o grupo JeF começou a intervir mais nas decisões, e é muito difícil vender uma boa imagem dela para as pessoas candidatas quando nem os próprios recrutadores acreditam mais na cultura.;negativo
"Ambiente super dinâmico, com muita gente jovem e pensando ""fora da caixa"". Possibilidade de crescimento e desenvolvimento rápido. Ótimo local para aprender muito. Salário acima do mercado.";positivo
" Benefícios (VR / VA, PPR ) abaixo de instituições de pagamento, crescimento ""desordenado"", excesso de horas extras.";negativo
Muita oportunidade de atuação em diversos projetos.;positivo
Nos últimos meses o PicPay vem se fundinho com organizações do grupo J&F o que está deixando a cultura bem desorganizada. Além da alta gestão não estar alinhada aos próprios valores da companhia, como franqueza.;negativo
Estrutura super madura de trabalho, preocupação com o ser humano, eventos de reforço de cultura. A empresa sempre foi muito flexivel com as pessoas e ambições pessoais dando um ótimo espaço para trabalhar.;positivo
Ela vem crescendo muito e com isso trouxe muitas mudanças nos times, muitas coisas acontecendo ao mesmo tempo criando um cenário de organizando a casa algumas vezes. Porém super normal com o ritmo de crescimento que teve;negativo
Plano de saúde e vale alimentção;positivo
Empresa perdeu a essência após mudança de donos, os valores que tanto pregam hoje só ficam nas paredes;negativo
é considerada uma empresa grande.;positivo
Bagunçado. Falta processos bem definidos, há troca de heads e diretores com frequencia e cada um entra com uma visão diferente e teve layoff recentemente.;negativo
Salário, pessoas, liderança, sistema de trabalho;positivo
Cultura está mudando, benefícios, bônus.;negativo
Empresa confia nos seus funcionários , você tem autonomia para trabalhar e evoluir em sua carreira, algum gestores são muito competentes e te auxiliam em sua evolução.;positivo
Empresa muito grande, então algumas squads trabalham mais que as outras. Salário deixou de ser um dos melhores da Brasil pois quase nem tem alteração, então procure entrar com salário alto.;negativo
Liberdade, autonomia e flexibilidade no diaadia;positivo
"A cultura está indo ladeira abaixo com as novas diretrizes da alta gestão, fazendo com que o turnover de pessoas boas seja extremamente elevado; Pouca documentação; Processos imaturos para o tamanho da empresa";negativo
Empresa tem um cuidado imenso com as pessoas desde o processo seletivo. Nas primeiras semanas podemos perceber o quanto os valores da empresa realmente refletem as pessoas que compõem os times.;positivo
Tenho pouco tempo de empresa portanto ainda não consegui avaliar os pontos de melhoria. Até o momento somente elogios.;negativo
Uma empresa em crescimento exponencial;positivo
Troca de liderança influencia e muito na sua carreira aqui dentro, qualquer promoção, aumento de salário ou coisa do time é adiado por bastante tempo ou deixado de lado;negativo
Bons Benefícios, oportunidade de crescimento;positivo
Ainda possui forte adesão ao trabalho presencial;negativo
Boa empresa, boa cultura e bom ambiente;positivo
Benefícios abaixo do mercado, podem melhorar nisso e crescimento de carreira meio nebuloso ainda;negativo
Uma ótima empresa com muitas oportunidades;positivo
Não existem muitos benefícios para o colaborador;negativo
Apenas cito o salário na média;positivo
Clima terrível Ambiente de alta competitividade Falta de reconhecimento Favoritismo de lideranças Líderes imaturos Processos de trabalho engessados Clima de incerteza PLR fraca Não há benefício para educação Coparticipação de saúde alto;negativo
Cultura muito boa, Valor de bônus bom, funcionários com empatia e que ajudam os outros. Além do bônus possui PLR.;positivo
Na área de TI, estão no início da implementação de metodologias agéis, portanto ainda não está organizado.;negativo
Foi uma experiência incrível! Processo rápido, prático, transparente e respeitoso.;positivo
Nenhum ponto negativo identificado em relação ao processo seletivo;negativo
Ótima empresa para trabalhar e desenvolver suas competências profissionais.;positivo
Vale alimentação muito defasado em relação ao mercado e ao local de trabalho. Precisaria de grande reajuste.;negativo
Uma empresa que é moderna, visa o bem estar do profissional, se importa com a cultura, questões raciais e diversidade, onde o clima é bem tranquilo de se trabalhar;positivo
Alguns processos estão muito imaturos e há a necessidade de alguns gestores baterem mais no peito e assumir responsabilidades. As coisas tendem a demorar pra acontecer;negativo
Remuneração boa e desafios interessantes;positivo
Empresa do grupo JBS, contando com algumas visões que não acho interessante para uma empresa de tecnologia;negativo
Velocidade, dinamismo, tamanho da empresa e desafios.;positivo
Falta autonomia, direcionamento, objetivos claros e planejamento de médio/ longo prazo. Mudança de rota excessiva.;negativo
Ferramentas e tecnologia Cultura geral;positivo
um ambiente cheio de fofocas e intrigas A maioria das pessoas que fazem parte do quadro não tem bagagem e trabalham de forma amadora, ao ponto de recusar toda e qualquer ideia nova ou que de mais trabalho. Time desorganizado e preguiçoso.;negativo
Oportunidade de crescimento e aprendizado.;positivo
Ser mais transparente sobre a situação das áreas.;negativo
Empresa estruturada e confiável será uma excelente fonte de desafios para o crescimento profissional. Pessoas preocupadas com o seu desenvolvimento (pessoal e profissional). Preocupação com a utilização de boas tecnologias. Bons benefícios são oferecidos.;positivo
Grandes empresas geralmente tendem a possuir processos mais burocráticos (tanto contratação quanto póscontratação).;negativo
Empresa muito acolhedora e com ótima organização.;positivo
Poderiam acrescentar mais benefícios ou aumentar os existente.;negativo
É uma empresa que investe pesado em seus funcionários, promovendo diversos conteúdos em que nos prendem e que nos faz esquecer que estamos trabalhando até de mais. Por isso é bem elogiada por quem trabalha nela.;positivo
"Muitos dos valores que eles empregam eles não vivem e não exercem no dia a dia! Eles não são sinceros, ou seja, se um procedimento ou unidade estiver com problema, eles nem sempre saberão resolver e colocarão o funcionário para se virar. As demandas vivem em constante alterações diárias e as metas, além de não serem claras, são absurdas! O sigilo não existe lá dentro. Qualquer pessoa que é desligada vira comentário nos corredores e todos ficam sabendo do motivo da demissão. A inclusão para negros é somente teoria, na prática é totalmente segregado de forma velada e tem mais gente branca. A liderança é totalmente antiprofissional e leva sempre em consideração o lado pessoal e só cresce na gestão quem for o famoso ""puxasaco"".";negativo
