Comentário;Sentimento
Qualquer pessoa através do processo seletivo e treinamentos podem ser promovidos a supervisores sendo que boa parte de supervisores, não sabe de fato o que é ser supervisor de uma equipe, so olham pra metas de si mesmo e nao se importam com sua equipe o que precisa melhorar e etc. Nao sabem ter empatia com sua equipe.;negativo
O horário era bom ok;positivo
Trabalha sobre Pressão durante o período;negativo
Plano de carreira, ambiente corporativo que favorece o desenvolvimento profissional, experiência em saber trabalhar a todo instante com metas e desafios. Investimento alto na melhoria e capacitação de seus líderes. Atenção aos detalhes, sempre evidenciando todas as funções dentro da empresa.;positivo
Em alguns momentos, o perfil de determinados gestores na prática, não corresponde a teoria aplicada em treinamentos. Pressão por resultados, através da cobrança com relação ao permanência no cargo.;negativo
Péssimo demais da conta credo;positivo
Foi uma pessima experiencia trabalhar nesse lugar;negativo
Oportunidades de crescimento para todos dentro da empresa.;positivo
Pagase bem, porém é preciso alcançar as metas e manter sempre um bom desempenho diante de um ambiente de pressão constante.;negativo
A empresa é bem acolhedora, são muitas pessoas e sempre que você necessitar de algum acompanhamento você pode solicitar que lhe acompanharão.;positivo
O trabalho não é muito reconhecido. Normalmente as promoções sempre vem em forma de provas ou apresentações, o que não é suficiente para mostrar a capacidade de trabalho de cada um. Algumas das pessoas responsáveis pela operação são muito neutras e fechadas.;negativo
O ambiente de trabalho da empresa é agradável e ótimo para ter colegas de trabalho , de certa forma lhe oferece uma vasta área de promoções . Você tera muitas pessoas com quem passar o dia ou a noite , a empresa funciona vinte e quatro horas. Apesar das dificuldades é ótima para o primeiro emprego , e para ser contratado não tera tantas dificuldades desde que vc tenha disponibilidade para a empresa .;positivo
Os salários na maioria das vezes muito baixos ,as cobranças são muito são fora do limite do trabalhador e para subir um pouco vc vai ter que soar muito a camisa se vc quiser ganhar pelo menos dois salários mínimos . Antes da contratação nunca sonhe com um treinamento remunerado , e fique sabendo que não a garantia de ser contratado nem apos um treinamento de um mês em que vc não recebe e nem é contado como periodo de carteira .;negativo
Um bom trabalho em equipe um ótimos treinamentos e uma boa bonificação a os funcionários destaque em qualidade ! Tinha Campanhas de folga extra próximo a feriados e fins de semana.tinha feedback construtivo;positivo
Uma empresa de grande qualidade mais o lanche não era de boa qualidade os intervalos ao meu ver era muito pouco 10 e de 20 mim refeitório ficava um pouco longe da PA aí o tempo passava rápido mais mesmo a sim dava pra fazer um bom atendimento;negativo
Em geral, a empresa possui ótimos estímulos para crescimento interno desenvolvimento dos funcionários. Além de princípios dentro do seu código de ética que estimulam o crescimento dos funcionários de maneira muito positiva.;positivo
Em algumas áreas, a empresa ainda está um pouco atrasada em relação às exigências do mercado de Call Center. Apesar deste desvio, a empresa tem buscado o crescimento e a evolução para conseguir acompanhar e atender à demanda do mercado e de seus consumidores maia exigentes.;negativo
Foi possível aprender muito com a equipe que lá trabalhava, o gerente possuía extrema habilidade de gerenciamento, diferente do que as pessoas falavam do gerente anterior.;positivo
A equipe apesar de muito prestativa e amistosa, as vezes eram um pouco tóxica com a empresa. A pressão do trabalho é um pouco elevada e a rotatividade dos empregados muito alta, creio que é devido a cultura da empresa(Telemarketing);negativo
A empresa possui uma cultura bem definida, não possui preconceitos e tratase todos como membros de uma grande família. Possui oportunidades de crescimento rápido, conforme ambições, experiências e conhecimentos adquiridos pelo profissional.;positivo
O valerefeição não representa um valor diário satisfatório, visto o aumento no valor das refeições próximo ao local de trabalho. Em alguns momentos será necessário dedicar mais horas de trabalho para resolver pendências e novas demandas direcionadas, e é necessário ser resiliente com as mudanças constantes que ocorrem na empresa.;negativo
Oportunidade de promoção Ambiente de trabalho descontraído Aprendizado e acúmulo de experiência para buscar outras oportunidades.;positivo
"Salários baixos; Processos seletivos não são muito assertivos e, às vezes, acabam promovendo colaboradores que não possuem perfil para a vaga ofertada. Instabilidade empregatícia, pois é uma mudança constante. Na mesma hora que precisam de você, podem não precisar. Muitos gestores não possuem uma boa gestão, o que pode defasar a equipe inteira (isso se dá pelo fato dos processos seletivos as vezes não selecionarem os candidatos corretos).";negativo
Pagamento em dia, não tem outro ponto positivo.;positivo
A empresa não paga a mais o domingo, demora 2 meses para receber o feriado trabalhado, não possui salubridade, o RH não funciona a não ser do de belo horizonte, a empresa não segue nem as suas normas, a ouvidoria não funciona e a insatisfação dos funcionários é grande .;negativo
Horário é bom pois são 6:20, prazo de pagamento pois eles nunca atrasam os pagamentos, auxílios ( transporte, vale transporte, plano odontológico, plano de saúde, auxílio creche, auxílio babá, seguro de vida e etc);positivo
O lanche é horrível e as vezes está crú. Eles descontam 6% do vale transporte no salário. A gente fica mais de um mês fazendo treinamento sem receber, é o vale transporte só chega no meio do treinamento. Trabalham nos feriados e finais de semana, e trabalham 7 dias pra folgar 1.;negativo
A empresa respeita seu horário de trabalho, possui processos seletivos para crescimento de carreiras, convênio odontológico, boa equipe de trabalho, boas instalações.;positivo
O baixo salário pago, principalmente para funcionários como atendentes é um ponto extremamente negativo, levandose em consideração o estresse oriundo ao cargo. A constante pressão exercida por clientes e gestores e metas que devem ser batidas. Além disso, o funcionário que entra no setor de call center deve ter bom equilíbrio psicológico para saber lidar com o estresse. Além disso, não oferece vale alimentação para funcionários com carga horária inferior a 8 horas. Cobra coparticipação para utilização do plano de saúde e possui multa no contrato de trabalho, caso o trabalhador queira rescindir seu contrato. Oferece um lanche para seus funcionários com qualidade duvidosa.;negativo
Possibilidade de crescimento através dos processos seletivos internos. Dão preferência à funcionários e só abrem vagas externas caso não encontrem funcionários que atendam os requisitos.;positivo
Pausas para beber água, ir ao banheiro... Acho absurdo vc ir ao banheiro E ficar preocupada contando os minutos para não estourar pausa. Uma empresa onde você não pode ter dor de barriga pois corre risco de levar uma advertência se demorar mais de 10 minutos (10 minutos entre ir, as vezes esperar um banheiro ficar vago, usálo e voltar.;negativo
A empresa nao e ruim o problema é a forma como oa colaboradores são tratados. Ela é grande tem um espaço para lanchar, os horarios para trabalhar é muito bom tambem pois da pra estudar e trabalhar.;positivo
A empresa deveria pensar mas nos seus colaboradores pois sao eles que fazem a empresa e quanto mais felizea elea trabalham mais produtivo seram. E a empresa lucrará muito mais com a satisfação dos seus clientes.;negativo
A empresa tem um clima organizacional bem elaborado, estrutura física de boa qualidade e bem dinâmica, ótima para o aprendizado profissional. O também pagamento nunca atrasa.;positivo
Muito burocrática, inflexível e má gestão da maioria dos líderes. Disponibiliza em seu refeitório um lanche muito ruim e a cantina tem os piores cardápios.;negativo
Uma empresa com processos definidos em todos os seus setores, está à frente de seu tempo como empresa de vanguarda. Investe pesado em pessoas, infraestrutura de primeira.;positivo
Como toda empresa, carece ainda de maturidade em seus sistemas. Certamente irá sanar essas oportunidades com o passar do tempo. Sugeriria rever com o pessoal de desenvolvimento e conversar mais com as áreas de planejamento e inteligência.;negativo
Bom para quem não tem experiência e deseja um primeiro emprego. Os horários são flexíveis e da para consiliar com os estudos. Há um bom trabalho em equipe e o ambiente se torna agradável.;positivo
Os valores da empresa na prática não condizem com o informado pela empresa. Não há valorização do funcionário correto e honesto, mas sim dos que atingem as metas propostas independente dos meios que usaram para conseguir. Por ser uma empresa terceirizada, na minha concepção, não valorizam os clientes, tratam com descaso já que são clientes de outra empresa e não diretamente dela, o que acaba por prejudicar a empresa para qual presta o servico.;negativo
O pagamento é feito em dia, temos direitos a vale refeição, plano de saúde, auxilio creche, o espaço físico da empresa é bem aconchegante, organizada e limpa. É uma empresa que dar oportunidade a pessoas com deficiência.;positivo
Alguns gestores não sabem lidar com os colaboradores acham que eles podem passar por cima de qualquer um, não usam o lado humano e sim o lado da autoridade e imposição causando constrangimento e desmotivação aos colaboradores.;negativo
A empresa foi muito boa trabalhei por 6 anos nunca tive problemas nenhum em relação ao salario e comissões e meus superiores. em dia de datas comemorativa a empresa se dedica em que todas as equipes venha a participar.;positivo
